County,County_FIPS,ThunderstormWind_Count,Tornado_Count,ThunderstormWind_Deaths,Tornado_Deaths,ThunderstormWind_Injuries,Tornado_Injuries,ThunderstormWind_PropertyDamages,Tornado_PropertyDamages,CoastalFlood_Count,StormSurge/Tide_Count,CoastalFlood_Deaths,StormSurge/Tide_Deaths,CoastalFlood_Injuries,StormSurge/Tide_Injuries,CoastalFlood_PropertyDamages,StormSurge/Tide_PropertyDamages,Hurricane_Count,TropicalDepression_Count,TropicalStorm_Count,Hurricane_Deaths,TropicalDepression_Deaths,TropicalStorm_Deaths,Hurricane_Injuries,TropicalDepression_Injuries,TropicalStorm_Injuries,Hurricane_PropertyDamages,TropicalDepression_PropertyDamages,TropicalStorm_PropertyDamages,Flood_Count,Hail_Count,Flood_Deaths,Hail_Deaths,Flood_Injuries,Hail_Injuries,Flood_PropertyDamages,Hail_PropertyDamages,Avg_Hail_Size,Avg_ThWind_Speed,Avg_Tor_EF,Cluster
AUTAUGA CO.,1,131,35,0,10,3,73,1789000,13711600,,,,,,,,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,260000.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,2711000.0,1.1977966101694917,50.74045801526717,0.7714285714285715,6
BALDWIN CO.,3,183,47,0,0,14,7,2409500,2202000,6.0,19.0,0.0,1.0,0.0,0.0,20000.0,9528000.0,12.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,234555000.0,0.0,4380000.0,9.0,94.0,1.0,0.0,0.0,0.0,18000.0,17000.0,1.1959574468085106,54.34426229508197,0.4893617021276595,8
BARBOUR CO.,5,62,35,0,0,0,4,138000,745000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,77000.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,83000.0,1.214090909090909,51.14754098360656,0.6571428571428571,3
BIBB CO.,7,70,27,0,1,1,16,389000,14452750,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,260000.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,259000.0,1.1497560975609755,52.31884057971015,0.925925925925926,3
BLOUNT CO.,9,210,40,0,0,15,40,694000,28673500,,,,,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,97000.0,6.0,77.0,0.0,0.0,0.0,0.0,0.0,40000.0,1.1563636363636365,51.114285714285714,1.0,6
BULLOCK CO.,11,48,19,0,0,0,0,493000,159000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,64000.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.9673333333333332,52.208333333333336,0.3684210526315789,3
BUTLER CO.,13,86,13,1,0,1,3,1210000,561000,,,,,,,,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434000.0,1.0,23.0,0.0,0.0,0.0,0.0,600000.0,1000.0,0.9356521739130436,55.30232558139535,0.4615384615384615,1
CALHOUN CO.,15,142,18,0,17,0,54,1140000,127124000,,,,,,,,,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,56000.0,2.0,115.0,0.0,0.0,0.0,0.0,0.0,433500.0,1.1430434782608694,51.5,1.2222222222222223,3
CHAMBERS CO.,17,73,17,0,0,0,2,306000,2113000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,33000.0,3.0,59.0,0.0,0.0,0.0,0.0,2526000.0,26000.0,1.1952542372881356,50.84931506849315,0.7647058823529411,3
CHEROKEE CO.,19,153,10,0,3,2,33,555500,20639000,,,,,,,,,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,108000.0,8.0,90.0,0.0,0.0,0.0,0.0,0.0,89000.0,1.200888888888889,51.00653594771242,1.3,3
CHILTON CO.,21,106,22,0,0,0,1,521000,848000,,,,,,,,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,180000.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,183000.0,1.1996610169491526,51.62264150943396,0.8181818181818182,3
CHOCTAW CO.,23,118,26,0,0,0,4,718000,15062000,,,,,,,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1321000.0,1.1658064516129032,52.067796610169495,1.0,1
CLARKE CO.,25,227,22,0,0,0,2,1095000,718000,,,,,,,,,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,76.0,0.0,0.0,0.0,0.0,255000.0,115000.0,1.1357894736842105,53.49339207048458,0.9090909090909092,1
